TULSA-AMG SPECIALTY HOSPITAL,36.0432,-95.9532,"2408 E. 81ST STREET, STE. 2800",TULSA,OK,(918) 744-3047,TULSA,Not Available
"ST ALPHONSUS MEDICAL CENTER - ONTARIO, INC",44.0253,-116.978,351 SW 9TH STREET,ONTARIO,OR,NOT AVAILABLE,MALHEUR,http://www.holyrosary-ontario.org
SELECT SPECIALTY HOSPITAL - TULSA/MIDTOWN,36.147,-95.9694,"1125 SOUTH TRENTON, 2ND & 3RD FLOOR",TULSA,OK,(918) 579-7260,TULSA,Not Available
SAINT ALPHONSUS MEDICAL CENTER - ONTARIO,44.0253,-116.978,351 SW 9TH ST,ONTARIO,OR,(541) 881-7000,MALHEUR,www.saintalphonsus.org/ontario
VA HOSPITAL,43.2242,-123.367,1440 W HARVARD BLVD,ROSEBURG,OR,NOT AVAILABLE,DOUGLAS,Not Available
PURCELL MUNICIPAL HOSPITAL,35.0286,-97.3646,1500 NORTH GREEN AVENUE,PURCELL,OK,(405) 527-6524,MCCLAIN,http://www.purcellhospital.com
CHILDREN'S HOSPITAL OF SAN ANTONIO,29.428,-98.4984,333 NORTH SANTA ROSA STREET,SAN ANTONIO,TX,NOT AVAILABLE,BEXAR,Not Available
MERCY HOSPITAL LOGAN COUNTY,35.8763,-97.462,200 SOUTH ACADEMY ROAD,GUTHRIE,OK,(405) 282-6700,LOGAN,http://www.loganmedicalcenter.com
CONTINUUM REHABILITATION HOSPITAL OF NORTH TEXAS,33.0353,-97.0772,3100 PETERS COLONY ROAD,FLOWER MOUND,TX,NOT AVAILABLE,DENTON,Not Available
PRAGUE COMMUNITY HOSPITAL,35.4901,-96.6843,1322 KLABZUBA AVENUE,PRAGUE,OK,(405) 567-4922,LINCOLN,http://www.praguehospital.com
LAKEWAY REGIONAL MEDICAL CENTER,30.3323,-97.9715,100 MEDICAL PARKWAY,AUSTIN,TX,NOT AVAILABLE,TRAVIS,Not Available
STROUD REGIONAL MEDICAL CENTER,35.7485,-96.6833,2308 HIGHWAY 66 WEST STROUD,STROUD,OK,(918) 968-3571,LINCOLN,stroudhospital.com/
SCOTT & WHITE CONTINUING CARE HOSPITAL,31.1182,-97.3991,546 KEGLEY ROAD,TEMPLE,TX,NOT AVAILABLE,BELL,Not Available
HOLDENVILLE GENERAL HOSPITAL,35.0891,-96.3786,100 MCDOUGAL DRIVE,HOLDENVILLE,OK,(405) 379-4200,HUGHES,http://www.holdenvillegeneral.org
BELLVILLE ST. JOSEPH HEALTH CENTER,29.9532,-96.2601,P. O. BOX 977,BELLVILLE,TX,NOT AVAILABLE,AUSTIN,Not Available
"MERCY HOSPITAL TISHOMINGO, INC",34.2226,-96.6748,1000 SOUTH BYRD STREET,TISHOMINGO,OK,(580) 371-2327,JOHNSTON,http://www.mercy.net/
VICTORY MEDICAL CENTER BEAUMONT,30.1123,-94.1694,6025 METROPOLITAN DRIVE,BEAUMONT,TX,NOT AVAILABLE,JEFFERSON,Not Available
QUARTZ MOUNTAIN MEDICAL CENTER,34.8924,-99.5011,ONE WICKERSHAM DRIVE,MANGUM,OK,(580) 782-3353,GREER,http://www.mangumhealth.com
GOOD SAMARITAN HOSPITAL,47.1793,-122.29,407 14TH AVE SE,PUYALLUP,WA,(253) 697-4000,PIERCE,Not Available
HARMON MEMORIAL HOSPITAL,34.6922,-99.9143,400 EAST CHESTNUT STREET,HOLLIS,OK,(580) 688-3363,HARMON,Not Available
MARY BRIDGE CHILDRENS HEALTH CENTER,47.2597,-122.455,311 SOUTH L STREET,TACOMA,WA,(253) 403-1000,PIERCE,Not Available
GRADY MEMORIAL HOSPITAL,35.048,-97.9617,2220 WEST IOWA AVENUE,CHICKASHA,OK,(405) 224-2300,GRADY,http://www.gradymem.org
GRANT MEMORIAL HOSPITAL,39.0014,-79.137,117 HOSPITAL DRIVE,PETERSBURG,WV,(304) 257-1026,GRANT,Not Available
WALTER KNOX MEMORIAL HOSPITAL,43.88,-116.485,1202 EAST LOCUST STREET,EMMETT,ID,(208) 365-3561,GEM,http://www.wkmh.org
MEMORIAL HOSPITAL OF LARAMIE COUNTY,41.1407,-104.816,214 EAST 23RD STREET,CHEYENNE,WY,(307) 634-2273,LARAMIE,Not Available
NORTH CANYON MEDICAL CENTER,42.921,-114.71,267 NORTH CANYON DRIVE,GOODING,ID,(208) 934-4433,GOODING,http://www.goodinghospital.org
CHILDREN'S HOSPITAL COLORADO,39.7422,-104.834,13123 EAST 16TH AVENUE,AURORA,CO,(720) 777-1234,ADAMS,Not Available
FRANKLIN COUNTY MEDICAL CENTER,42.0977,-111.873,44 NORTH FIRST EAST STREET,PRESTON,ID,(208) 852-0137,FRANKLIN,http://www.fcmc.org
CHILDREN'S HOSPITAL COLORADO AT ST JOSEPHS HOSP,39.7453,-104.968,1830 FRANKLIN STREET,DENVER,CO,(720) 777-1360,DENVER,Not Available
SHARE MEMORIAL HOSPITAL,36.7872,-98.6712,800 SHARE DRIVE,ALVA,OK,(580) 327-2800,WOODS,http://www.smcok.com
CHILDREN'S HOSPITAL COLORADO AT MEMORIAL HOSPITAL CENTRAL,38.8398,-104.799,1400 EAST BOULDER STREET,COLORADO SPRINGS,CO,(719) 365-5000,EL PASO,Not Available
WOODWARD REGIONAL HOSPITAL,36.4374,-99.4003,900 17TH STREET,WOODWARD,OK,(580) 256-5511,WOODWARD,http://www.woodwardhospital.com
ST. LUKE'S REHABILITATION,43.6156,-116.192,600 N. ROBBINS ROAD,BOISE,ID,(208) 489-4444,ADA,Not Available
JANE PHILLIPS NOWATA HEALTH CENTER,36.6967,-95.6303,237 SOUTH LOCUST STREET,NOWATA,OK,(918) 273-3102,NOWATA,http://www.jpmc.org
COMMUNITY HOSPITAL ONAGA LTCU,39.1886,-96.0611,206 GRAND AVE,ST MARYS,KS,NOT AVAILABLE,POTTAWATOMIE,Not Available
INTEGRIS CLINTON REGIONAL HOSPITAL,35.5147,-98.9978,100 NORTH 30TH STREET,CLINTON,OK,(580) 323-2363,CUSTER,http://www.integris-health.com
CITIZENS MEDICAL CENTER LTCU,39.3733,-101.044,1625 S FRANKLIN AVE,COLBY,KS,NOT AVAILABLE,THOMAS,Not Available
COMANCHE COUNTY MEMORIAL HOSPITAL,34.6098,-98.4343,3401 WEST GORE BOULEVARD,LAWTON,OK,(580) 585-5511,COMANCHE,http://www.ccmhonline.com
BASTROP REHABILITATION HOSPITAL - MONROE,32.4572,-92.1158,4310 SOUTH GRAND STREET,MONROE,LA,(318) 654-8300,OUACHITA,Not Available
HILLCREST HOSPITAL CUSHING,35.9787,-96.7567,1027 EAST CHERRY STREET,CUSHING,OK,(918) 225-2915,PAYNE,http://www.hillcrestcushing.com/
GENESIS BEHAVIORAL HOSPITAL,30.2934,-91.9064,606 LATIOLAIS ROAD,BREAUX BRIDGE,LA,(337) 442-6254,ST. MARTIN,Not Available
LANE FROST HEALTH AND REHABILITATION CENTER,34.0024,-95.4812,2815 EAST JACKSON STREET,HUGO,OK,(580) 326-9200,CHOCTAW,http://www.lanefrosthealth.com/
OCHSNER MEDICAL CENTER,29.9614,-90.1456,1516 JEFFERSON HIGHWAY,NEW ORLEANS,LA,(504) 842-3000,JEFFERSON,https://www.ochsner.org/locations/ochsner-medical-center/
COMMUNITY HOSPITAL,35.3759,-97.5705,3100 SW 89TH S,OKLAHOMA CITY,OK,(405) 602-8100,CLEVELAND,communityhospitalokc.com
"PROMISE HOSPITAL OF BATON ROUGE, INC.",30.4428,-90.9998,17000 MEDICAL CENTER DRIVE,BATON ROUGE,LA,(225) 907-7659,EAST BATON ROUGE,http://www.promise-batonrougeochsner.com/
GRIFFIN MEMORIAL HOSPITAL,35.2274,-97.4278,900 EAST MAIN STREET,NORMAN,OK,(405) 321-4880,CLEVELAND,http://www.odmhsas.org
SLIDELL -AMG SPECIALTY HOSPTIAL,30.2808,-89.7538,1400 LINDBERG DRIVE,SLIDELL,LA,(985) 326-0440,ST. TAMMANY,Not Available
J. D. MCCARTY CENTER FOR CHILDREN WITH DEVELOPMENTAL,35.2321,-97.4074,2002 EAST ROBINSON,NORMAN,OK,(405) 321-4830,CLEVELAND,http://www.jdmc.org
THE NEUROMEDICAL CENTER REHABILITATION HOSPITAL,30.3799,-91.0941,10101 PARK ROWE AVENUE STE 600,BATON ROUGE,LA,(225) 906-2999,EAST BATON ROUGE,http://www.theneuromedicalcenter.com
MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA,34.0072,-96.3934,1800 UNIVERSITY BOULEVARD,DURANT,OK,(580) 924-3080,BRYAN,http://www.mymcso.com
BETHESDA REHABILITATION HOSPITAL,30.3992,-91.0994,8225 SUMMA AVE.,BATON ROUGE,LA,(225) 767-2304,EAST BATON ROUGE,http://www.bethesdarh.com/
CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,35.1074,-98.6052,102 NORTH BROADWAY,CARNEGIE,OK,(580) 654-1050,CADDO,carnegiehospital.org/
LIFECARE HOSPITALS OF SHREVEPORT,32.4029,-93.7657,9320 LINWOOD AVENUE,SHREVEPORT,LA,(318) 688-8504,CADDO,http://www.lifecare-hospitals.com
INTEGRIS CANADIAN VALLEY HOSPITAL,35.4851,-97.7632,1201 HEALTH CENTER PARKWAY,YUKON,OK,(405) 717-7963,CANADIAN,http://www.integris-health.com
LOUISIANA EXTENDED CARE HOSPITAL OF WEST MONROE,32.5132,-92.1563,503 MCMILLAN ROAD,WEST MONROE,LA,(318) 329-4300,OUACHITA,http://lhcgroup.com/locations/louisiana-extended-care-hospital-of-west-monroe
INTEGRIS SEMINOLE MEDICAL CENTER,35.245,-96.6984,2401 WRANGLER BOULEVARD,SEMINOLE,OK,(405) 303-4000,SEMINOLE,http://www.hma.com
LOUISIANA EXTENDED CARE HOSPITAL-LAFAYETTE,30.2026,-92.0197,1214 COOLIDGE STREET,LAFAYETTE,LA,(337) 289-8180,LAFAYETTE,http://lhcgroup.com/locations/louisiana-extended-care-hospital-of-lafayette
BROOKHAVEN HOSPITAL,36.1582,-95.8498,201 SOUTH GARNETT ROAD,TULSA,OK,(918) 438-4257,TULSA,http://www.brookhavenhospital.com
M M O REHABILITATION AND WELLNESS CENTER,30.2619,-91.245,59215 RIVER WEST DRIVE,PLAQUEMINE,LA,(225) 687-8100,IBERVILLE,http://www.mmoinc.com
LAUREATE PSYCHIATRIC CLINIC AND HOSPITAL,36.066,-95.9186,6655 SOUTH YALE AVENUE,TULSA,OK,(918) 481-4000,TULSA,http://www.laureate.com
BEACON BEHAVIORAL HOSPITAL NORTHSHORE,30.3565,-89.9161,64026 HWY 434 STE 300,LACOMBE,LA,(985) 882-0226,ST. TAMMANY,http://beaconbh.com/
SHADOW MOUNTAIN BEHAVIORAL HEALTH SYSTEM,36.0729,-95.9055,6262 SOUTH SHERIDAN ROAD,TULSA,OK,(918) 492-8200,TULSA,http://www.shadowmountainbhs.com
OCEANS HOSPITAL OF BROUSSARD,30.1379,-91.9809,420 ALBERTSON PARKWAY,BROUSSARD,LA,(337) 839-9008,LAFAYETTE,http://www.obhb.info/
MEMORIAL HOSPITAL,36.691,-101.476,520 MEDICAL DRIVE,GUYMON,OK,(580) 338-6515,TEXAS,http://www.mhtcguymon.org
POST ACUTE SPECIALTY HOSPITAL OF LAFAYETTE,30.1803,-92.0116,204 ENERGY DRIVE PARKWAY,LAFAYETTE,LA,(337) 232-1905,LAFAYETTE,http://www.postacutelafayette.com/
SAYRE MEMORIAL HOSPITAL,35.3072,-99.6324,911 HOSPITAL DRIVE,SAYRE,OK,(580) 928-5541,BECKHAM,http://www.sayrehospital.org
SAGE REHABILITATION INSTITUTE,30.4004,-91.1038,8220 SUMMA AVENUE,BATON ROUGE,LA,(225) 819-0703,EAST BATON ROUGE,http://www.sage-rehab.org
WAGONER COMMUNITY HOSPITAL,35.9615,-95.3924,1200 WEST CHEROKEE STREET,WAGONER,OK,(918) 485-5514,WAGONER,http://www.wagonerhospital.com
BEACON BEHAVIORAL HOSPITAL CENTRAL,30.9526,-92.1784,323 EVERGREEN STREET,BUNKIE,LA,(318) 346-3143,AVOYELLES,http://beaconbh.com/
MCKENZIE-WILLAMETTE MEDICAL CENTER,44.0535,-123.004,1460 G STREET,SPRINGFIELD,OR,NOT AVAILABLE,LANE,www.mckweb.com
PEACE HARBOR HOSPITAL,43.9731,-124.117,400 9TH STREET,FLORENCE,OR,NOT AVAILABLE,LANE,http://www.peacehealth.org/peace-harbor/Pages/default.aspx
TRINITY KENMARE COMMUNITY HOSPITAL,48.6741,-102.084,317 1ST AVENUE NORTHWEST,KENMARE,ND,(701) 385-4296,WARD,Not Available
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,40.0415,-81.5774,1341 NORTH CLARK STREET,CAMBRIDGE,OH,(740) 439-8111,GUERNSEY,http://www.seormc.org
LOGAN REGIONAL HOSPITAL,41.756,-111.822,1400 NORTH 500 EAST,LOGAN,UT,(435) 716-1000,CACHE,Not Available
PROMISE HOSPITAL OF SALT LAKE,40.7793,-111.88,8TH AVENUE C STREET,SALT LAKE CITY,UT,(801) 408-7109,SALT LAKE,Not Available
THE ORTHOPEDIC SPECIALTY HOSPITAL,40.6445,-111.884,5848 SOUTH 300 EAST,MURRAY,UT,(801) 314-4100,SALT LAKE,Not Available
SANTA FE HOSPITAL,35.6684,-105.971,1700 CERRILLOS ROAD,SANTA FE,NM,(505) 988-9821,SANTA FE,http://www.ihs.gov/FacilitiesServices/areaOffices/albuquerque/index.cfm?module=abq_santa_fe_su
BATON ROUGE REHABILITATION HOSPITAL,30.4102,-91.095,8595 UNITED PLAZA BLVD,BATON ROUGE,LA,(225) 927-0567,EAST BATON ROUGE,http://www.brrehab.com
PROMISE HOSPITAL BATON ROUGE,30.3974,-91.1025,5130 MANCUSO LN,BATON ROUGE,LA,(225) 490-9600,EAST BATON ROUGE,http://www.promise-batonrouge.com
OCEANS BEHAVIORAL HOSPITAL OF OPELOUSAS,30.5082,-92.0729,1310 HEATHER DR,OPELOUSAS,LA,(337) 948-8820,ST. LANDRY,http://www.obho.info/
SAINT MARYS HEALTHCARE CENTER,44.3598,-100.343,801 EAST SIOUX AVENUE,PIERRE,SD,(605) 224-3100,HUGHES,http://www.avera.org/st-marys-pierre/
LEAD-DEADWOOD REGIONAL HOSPITAL,44.3696,-103.728,61 CHARLES STREET,DEADWOOD,SD,(605) 722-6101,LAWRENCE,http://www.regionalhealth.com
PETERSON REHABILITATION HOSPITAL,40.0799,-80.694,HOMESTEAD AVENUE,WHEELING,WV,(304) 234-0500,OHIO,http://weat.com/site6/
HEALTHSOUTH WESTERN HILLS REGIONAL REHAB HOSPITAL,39.3056,-81.5343,3 WESTERN HILLS DRIVE,PARKERSBURG,WV,(304) 420-1300,WOOD,http://www.healthsouthwesternhills.com
SANFORD JACKSON MEDICAL CENTER,43.6244,-95.0045,1430 NORTH HIGHWAY,JACKSON,MN,(507) 847-2420,JACKSON,http://www.sanfordjackson.org
ABRAHAM LINCOLN MEMORIAL HOSPITAL,40.1538,-89.3899,200 STAHLHUT DRIVE,LINCOLN,IL,(217) 732-2161,LOGAN,http://www.almh.org
COMPLEX CARE HOSPITAL AT TENAYA,36.2055,-115.25,2500 NORTH TENAYA,LAS VEGAS,NV,(702) 562-2021,CLARK,http://www.lifecare-hospitals.com
KINDRED HOSPITAL - TARRANT COUNTY,32.7506,-97.1141,1000 NORTH COOPER STREET,ARLINGTON,TX,NOT AVAILABLE,TARRANT,http://www.kindredhospitalarl.com/
HEALTHSOUTH REHABILITATION HOSPITAL OF HENDERSON,36.0011,-115.121,10301 JEFFREYS STREET,HENDERSON,NV,(702) 939-9400,CLARK,www.hendersonrehabhospital.com
SETON SHOAL CREEK HOSPITAL,30.3061,-97.7484,3501 MILLS AVENUE,AUSTIN,TX,NOT AVAILABLE,TRAVIS,http://www.seton.net/locations/shoal_creek/
SPRING VALLEY HOSPITAL MEDICAL CENTER,36.09,-115.24,5400 SOUTH RAINBOW BOULEVARD,LAS VEGAS,NV,(702) 853-3000,CLARK,http://www.springvalleyhospital.com
TEXAS NEUROREHAB CENTER,30.1894,-97.8073,1106 WEST DITTMAR ROAD,AUSTIN,TX,NOT AVAILABLE,TRAVIS,http://www.texasneurorehab.com
ST. ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,36.0573,-115.272,8280 WEST WARM SPRINGS ROAD,LAS VEGAS,NV,(702) 492-8509,CLARK,www.strosehospitals.org
ST. DAVID'S REHABILITATION CENTER,30.2896,-97.725,1005 EAST 32ND STREET,AUSTIN,TX,NOT AVAILABLE,TRAVIS,http://www.stdavidsrehab.com/home.aspx
SUMMERLIN HOSPITAL MEDICAL CENTER,36.181,-115.317,657 NORTH TOWN CENTER DRIVE,LAS VEGAS,NV,(702) 233-7500,CLARK,www.summerlinhospital.com/
ASPIRE BEHAVIORAL HEALTH OF CONROE,30.2846,-95.48,"2006 SOUTH LOOP 336 WEST, SUITE 500",CONROE,TX,NOT AVAILABLE,MONTGOMERY,http://www.aspirebhc.com/
DRISCOLL CHILDREN'S HOSPITAL,27.7487,-97.3862,3533 SOUTH ALAMEDA STREET,CORPUS CHRISTI,TX,NOT AVAILABLE,NUECES,http://www.driscollchildrens.org
NORTHWEST MO PSYCHIATRIC REHAB CTR,39.7785,-94.8114,3505 FREDERICK AVENUE,ST. JOSEPH,MO,(816) 387-2300,BUCHANAN,http://www.dmh.missouri.gov/hr/faclist.htm
SELECT REHABILITATION HOSPITAL OF DENTON,33.2199,-97.1677,2620 SCRIPTURE STREET,DENTON,TX,NOT AVAILABLE,DENTON,http://www.selectrehab-denton.com/
OCH REGIONAL MEDICAL CENTER,33.4762,-88.8206,400 HOSPITAL ROAD,STARKVILLE,MS,(662) 323-4320,OKTIBBEHA,http://www.och.org/
TRI-LAKES MEDICAL CENTER,34.3063,-89.9146,303 MEDICAL CENTER,BATESVILLE,MS,(662) 563-5611,PANOLA,http://www.highlandch.com
HAMILTON GENERAL HOSPITAL,31.7045,-98.1137,400 NORTH BROWN STREET,HARLINGEN,TX,NOT AVAILABLE,HAMILTON,http://www.hamiltonhospital.org
PEARL RIVER COUNTY HOSPITAL,30.8565,-89.542,305 WEST MOODY STREET,POPLARVILLE,MS,(601) 795-4543,PEARL RIVER,Not Available
RIO GRANDE STATE CENTER,26.1595,-97.7062,1401 SOUTH RANGERVILLE ROAD,HEMPHILL,TX,NOT AVAILABLE,CAMERON,http://www.dshs.state.tx.us/mhhospitals/RioGrandeSC/default.shtm
ST. LUKE'S REHABILITATION HOSPITAL,38.6757,-90.5322,14709 OLIVE BOULEVARD,CHESTERFIELD,MO,(314) 317-5700,ST. LOUIS,http://www.khrehabstluke.com
CYPRESS CREEK HOSPITAL,30.0246,-95.4453,17750 CALI DRIVE,HOUSTON,TX,NOT AVAILABLE,HARRIS,http://www.cypresscreekhospital.com/
SSM REHABILITATION HOSPITAL,38.7518,-90.4352,12380 DEPAUL DRIVE,BRIDGETON,MO,(717) 972-1100,ST. LOUIS,http://www.ssm-select.com/locations/inpatientrehab.aspx
IRAAN GENERAL HOSPITAL,30.915,-101.907,600 TEXAS 349,IRAAN,TX,NOT AVAILABLE,PECOS,http://www.igh-hospital.com
SOUTHEAST MISSOURI MENTAL HEALTH CENTER,37.7738,-90.4371,1010 WEST COLUMBIA STREET FARM INGTON,FARMINGTON,MO,(573) 218-6792,ST. FRANCOIS,http://www.dmh.missouri.gov/southeast/
KERRVILLE STATE HOSPITAL,30.0469,-99.1563,721 THOMPSON DRIVE,KERRVILLE,TX,NOT AVAILABLE,KERR,http://www.dshs.state.tx.us/mhhospitals/KerrvilleSH/default.shtm
FORREST GENERAL HOSPITAL,31.3186,-89.3296,6051 U. S. HIGHWAY 49,HATTIESBURG,MS,(601) 288-7000,FORREST,http://www.forrestgeneral.com
MEADOWBROOK REHABILITATION HOSPITAL,38.81,-94.9379,427 WEST MAIN STREET,GARDNER,KS,(913) 8568747,JOHNSON,http://www.meadowbrookrehab.com
SALINA SURGICAL HOSPITAL,38.8336,-97.6084,401 SOUTH SANTA FE AVENUE,SALINA,KS,(785) 452-7000,SALINE,http://www.salinasurgical.com/
CENTRAL MAINE MEDICAL CENTER,44.1017,-70.2145,300 MAIN STREET,LEWISTON,ME,(207) 795-0111,ANDROSCOGGIN,http://www.cmmc.org
KANSAS SURGERY & RECOVERY CENTER,37.7331,-97.225,2770 N WEBB ROAD,WICHITA,KS,(316) 634-0090,SEDGWICK,http://www.ksrc.org
ST. ALEXIUS HOSPITAL - BROADWAY CAMPUS,38.5835,-90.2286,3933 SOUTH BROADWAY,ST. LOUIS,MO,(314) 865-7000,ST. LOUIS CITY,http://www.stalexiushospital.com
VIA CHRISTI HOSPITALS WICHITA INC,37.6999,-97.3323,929 NORTH ST FRANCIS STREET,WICHITA,KS,(316) 268-5000,SEDGWICK,http://www.via-christi.org
ST. LOUIS UNIVERSITY HOSPITAL - ANHEUSER BUSCH INSTITUTE,38.6156,-90.2404,1755 SOUTH GRAND,ST. LOUIS,MO,(314) 577-8007,ST. LOUIS CITY,http://www.slu.edu/slucare.xml
GALICHIA HEART HOSPITAL,37.7312,-97.2606,2610 NORTH WOODLAWN,WICHITA,KS,(316) 858-2610,SEDGWICK,http://wesleymc.com/wesley-facilities/galichia-heart-hospital.dot
MARTIN GENERAL HOSPITAL,35.8398,-77.0723,310 SOUTH MCCASKEY ROAD,WILLIAMSTON,NC,(252) 809-6179,MARTIN,http://www.martingeneral.com
VIA CHRISTI HOSPITAL WICHITA ST TERESA INC,37.7257,-97.5132,14800 WEST ST TERESA,WICHITA,KS,(316) 268-5000,SEDGWICK,http://www.via-christi.org/st-teresa
BERKSHIRE MEDICAL CENTER - HILLCREST CAMPUS,42.4581,-73.2807,165 TOR COURT,PITTSFIELD,MA,NOT AVAILABLE,BERKSHIRE,http://www.berkshirehealthsystems.org/body.cfm?id=1153&oTopID=1153
AURORA BAYCARE MED CTR,44.475,-87.9409,2845 GREENBRIER RD PO BOX 8900,GREEN BAY,WI,(920) 288-8000,BROWN,http://www.aurorabaycare.com
NORTH SHORE MEDICAL CENTER  - UNION CAMPUS,42.5018,-70.9799,500 LYNNFIELD STREET,LYNN,MA,NOT AVAILABLE,ESSEX,http://nsmc.partners.org/locations/union_hospital
NORTH SHORE MEDICAL CENTER  - SALEM CAMPUS,42.5111,-70.9068,81 HIGHLAND AVENUE,SALEM,MA,NOT AVAILABLE,ESSEX,http://www.nsmc.partners.org
CALUMET MEDICAL CTR,44.0254,-88.1532,614 MEMORIAL DR,CHILTON,WI,(920) 849-2386,CALUMET,http://www.affinityhealth.org
NORTHEAST HOSPITAL CORPORATION - BEVERLY CAMPUS,42.5641,-70.8757,85 HERRICK STREET,BEVERLY,MA,NOT AVAILABLE,ESSEX,http://www.beverlyhospital.org/locations--services/locations/beverly-hospital
SELECT SPECIALTY HOSPITAL MADISON,43.0659,-89.3994,801 BRAXTON PLACE,MADISON,WI,(608) 260-2700,DANE,"http://www.selectspecialtyhospitals.com/company/locations/madison
.aspx"
MERRIMACK VALLEY HOSPITAL,42.7653,-71.0448,140 LINCOLN AVENUE,HAVERHILL,MA,NOT AVAILABLE,ESSEX,http://www.steward.org/merrimack-valley
SACRED HEART HSPTL,44.7945,-91.5107,900 W CLAIREMONT AVE,EAU CLAIRE,WI,(715) 717-4131,EAU CLAIRE,http://www.sacredhearteauclaire.org
TERRE HAUTE REGIONAL HOSPITAL,39.4194,-87.409,3901 S SEVENTH ST,TERRE HAUTE,IN,(812) 232-0021,VIGO,http://www.regionalhospital.com
MEMORIAL MEDICAL CTR,44.5579,-90.6079,216 SUNSET PLACE,NEILLSVILLE,WI,(715) 743-3101,CLARK,http://www.memorialmedcenter.org
BETHESDA NORTH,39.2508,-84.3436,10500 MONTGOMERY ROAD,CINCINNATI,OH,(513) 569-6141,HAMILTON,http://www.trihealth.com
DIVINE SAVIOR HLTHCARE,43.567,-89.4665,2817 NEW PINERY RD,PORTAGE,WI,(608) 742-4131,COLUMBIA,http://www.dshealthcare.com
HANNIBAL REGIONAL HOSPITAL,39.7106,-91.4505,6000 HOSPITAL DRIVE,HANNIBAL,MO,(573) 248-1300,MARION,http://www.hrhonline.org
FOND DU LAC CTY ACUTE PSYCH UNIT,43.7764,-88.4292,459 E FIRST ST,FOND DU LAC,WI,(920) 929-3500,FOND DU LAC,http://www.fdlco.wi.gov
MADISON MEDICAL CENTER,37.5589,-90.3029,611 WEST MAIN STREET,FREDERICKTOWN,MO,(573) 783-3341,MADISON,http://www.madisonmedicalcenter.net
RIPON MED CTR,43.8347,-88.8367,933 NEWBURY ST,RIPON,WI,(920) 748-3101,FOND DU LAC,http://www.riponmedicalcenter.com
PARKVIEW ADVENTIST MEDICAL CENTER : PARKVIEW MEMORIAL HOSPITAL,43.8956,-69.9681,329 MAINE STREET,BRUNSWICK,ME,(207) 729-1641,CUMBERLAND,http://www.parkviewamc.org
ST AGNES HSPTL,43.7776,-88.431,430 E DIVISON ST,FOND DU LAC,WI,(920) 929-2300,FOND DU LAC,http://www.agnesian.com
SOUTHWEST HEALTH CARE GEROPSYCH UNIT,42.7449,-90.4791,1185 NORTH ELM STREET,PLATTEVILLE,WI,(608) 348-2331,GRANT,http://www.southwesthealth.org
MARION GENERAL HOSPITAL,40.5713,-83.1287,1000 MCKINLEY PARK DRIVE,MARION,OH,(740) 383-8400,MARION,http://www.ohiohealth.com/mariongeneral
THE MONROE CLINIC,42.6086,-89.6346,2005 5TH STREET,MONROE,WI,(608) 324-1000,GREEN,http://www.monroeclinic.org
TEXAS COUNTY MEMORIAL HOSPITAL,37.3161,-91.9612,1333 S. SAM  BOULEVARD,HOUSTON,MO,(417) 967-3311,TEXAS,http://www.tcmh.org/
UPLAND HILLS HLTH,42.9513,-90.1295,800 COMPASSION WAY,DODGEVILLE,WI,(608) 930-8000,IOWA,http://www.uplandhillshealth.org
VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,42.327,-71.1103,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,NOT AVAILABLE,SUFFOLK,http://www.boston.va.gov/
BLACK RIVER MEM HSPTL,44.3032,-90.8551,711 W ADAMS ST,BLACK RIVER FALLS,WI,(715) 284-5361,JACKSON,http://www.brmh.net
BRUNSWICK COMMUNITY HOSPITAL,34.009,-78.2909,240 HOSPITAL DRIVE NE,BOLIVIA,NC,(910) 755-8121,BRUNSWICK,http://brunswicknovant.org/
MEMORIAL HSPTL LAFAYETTE CTY,42.6836,-90.11,800 CLAY ST PO BOX 70,DARLINGTON,WI,(608) 776-4466,LAFAYETTE,http://www.memorialhospitaloflafayettecounty.org
LINCOLN COUNTY MEDICAL CENTER,38.9835,-90.9637,1000 EAST CHERRY,TROY,MO,(636) 528-8551,LINCOLN,http://www.lcmctroy.com
OHIO VALLEY SURGICAL HOSPITAL,39.925,-83.813,100 WEST MAIN STREET,SPRINGFIELD,OH,(937) 521-3900,CLARK,http://myovmc.com/
AURORA MED CTR MANITOWOC CTY,44.1254,-87.6195,5000 MEMORIAL DR,TWO RIVERS,WI,(920) 794-5000,MANITOWOC,http://www.aurorahealthcare.org
CAROLINAS HEALTHCARE SYSTEM NORTHEAST,35.4361,-80.6025,920 CHURCH ST N,CONCORD,NC,(704) 783-3000,CABARRUS,http://www.carolinashealthcare.org/northeast
HOWARD YOUNG MED CTR,45.8935,-89.7025,240 MAPLE ST PO BOX 470,WOODRUFF,WI,(715) 356-8000,ONEIDA,http://www.ministryhealth.org
CAREPARTNERS REHABILITATION HOSPITAL,35.5623,-82.5313,68 SWEETEN CREEK ROAD,ASHEVILLE,NC,(828) 274-2400,BUNCOMBE,http://www.carepartners.org
